Date,Time,Temp,Pressure,Humidity
01/22/2026,17:18:43,21.94938570811064,27.976537252765745,9.083146857850751
01/22/2026,17:33:43,21.75097765335813,27.987243851654334,7.725493176427065
01/22/2026,17:48:43,21.9595604920818,27.991069299696562,7.622928459276599
01/22/2026,18:03:43,22.015521824732424,27.99509011232885,7.676968990460053
01/22/2026,18:18:43,22.035871408972888,28.000097373239136,7.675470970469106
01/22/2026,18:33:43,22.061308395821833,28.005319700161444,7.661963750647077
01/22/2026,18:48:43,22.091832789644833,28.014076312247553,7.665532909753046
01/22/2026,19:03:43,22.117269792500885,28.020129378244086,7.65202326750201
01/22/2026,19:18:43,22.132531997706973,28.029072408771732,7.685807482001342
01/22/2026,19:33:43,22.152881608722964,28.03491143376715,7.631943297201231
01/22/2026,19:48:43,22.17323122439557,28.044900341400865,7.612986198034128
01/22/2026,20:03:43,22.178318629041314,28.049264984553805,7.4962317688585305
01/22/2026,20:18:43,22.18849343920592,28.05301491684191,7.262703127709953
01/22/2026,20:33:43,22.18849343920592,28.064634024439016,7.1346702047438395
01/22/2026,20:48:43,22.198668250534684,28.07170413042548,7.081528569581381
01/22/2026,21:03:43,22.198668250534684,28.079173780857595,6.9825870354705275
01/22/2026,21:18:43,22.20375565663562,28.081049068009797,6.9298217322521225
01/22/2026,21:33:43,22.20375565663562,28.089348814211192,6.877438387613557
01/22/2026,21:48:43,22.193580844724785,28.09057789010866,6.831643736169543
01/22/2026,22:03:43,22.208843063027597,28.09620413462017,6.772284152973225
01/22/2026,22:18:44,22.18849343920592,28.113601505954662,6.692338418236936
01/22/2026,22:33:44,22.178318629041314,28.130599548129368,6.6116241529061694
01/22/2026,22:48:44,22.178318629041314,28.139729283759504,6.570880229791533
01/22/2026,23:03:44,22.1834060339781,28.14741502864955,6.518106395464408
01/22/2026,23:18:44,22.16814382004086,28.15423706192415,6.420319921129248
01/22/2026,23:33:44,22.178318629041314,28.162138930792388,6.3787953136163065
01/22/2026,23:48:44,22.178318629041314,28.173758913337675,6.122665610220017
01/23/2026,00:03:44,22.198668250534684,28.175453457983167,6.091986684296335
01/23/2026,00:18:44,22.198668250534684,28.177113520492878,5.911510495958355
01/23/2026,00:33:44,22.193580844724785,28.191007879064166,5.76635518072288
01/23/2026,00:48:44,22.1834060339781,28.19638551106656,5.534260802072395
01/23/2026,01:03:44,22.219017876684667,28.199559858114462,5.455766129792764
01/23/2026,01:18:44,22.193580844724785,28.197648176019683,5.364604409702674
01/23/2026,01:33:44,22.178318629041314,28.19616919897947,5.196948980147506
01/23/2026,01:48:44,22.20375565663562,28.210531678817816,5.090112303469452
01/23/2026,02:03:44,22.224105283949758,28.22052839279188,5.036080212042844
01/23/2026,02:18:44,22.208843063027597,28.22319919625228,4.949941572663056
01/23/2026,02:33:44,22.21393046971061,28.235036956472925,4.897120965503924
01/23/2026,02:48:44,22.24954232464079,28.239043752518374,4.911745452331067
01/23/2026,03:03:44,22.142706802632894,28.243624297520572,4.751417235489171
01/23/2026,03:18:44,22.015521824732424,28.241526038691713,4.761626107250513
01/23/2026,03:33:44,21.929036143660777,28.24364985842608,4.733642128844106
01/23/2026,03:48:44,22.015521824732424,28.249824429688623,4.505471438134325
01/23/2026,04:03:44,22.07148319259868,28.253039099865312,4.489302410087476
01/23/2026,04:18:44,22.06639579406474,28.251992384030892,4.431487313535735
01/23/2026,04:33:44,22.112182391347595,28.259753406038644,4.445247837538786
01/23/2026,04:48:44,22.117269792500885,28.262460207566026,4.38077843453335
01/23/2026,05:03:44,22.137619400024413,28.265817737237818,4.274298759575226
01/23/2026,05:18:44,22.157969012204557,28.277475897563626,4.214400487673848
01/23/2026,05:33:44,22.163056415977188,28.279352994576787,4.225634406385817
01/23/2026,05:48:44,22.16814382004086,28.279569994655812,4.132028467344043
01/23/2026,06:03:44,22.1834060339781,28.28935195115675,4.177378955263646
01/23/2026,06:18:44,22.18849343920592,28.290399125468834,4.182788493415085
01/23/2026,06:33:44,22.198668250534684,28.29415374364275,4.211082370685213
01/23/2026,06:48:44,22.198668250534684,28.304945263699196,4.187783074310995
01/23/2026,07:03:44,22.193580844724785,28.308048522304826,4.095000482366659
01/23/2026,07:18:44,22.20375565663562,28.31678430727884,4.175718150537741
01/23/2026,07:33:44,22.229192691505887,28.323682005538117,4.243544414025929
01/23/2026,07:48:44,22.21393046971061,28.324690270580554,4.023432697833622
01/23/2026,08:03:44,22.198668250534684,28.33233956018601,4.0188585195895765
01/23/2026,08:18:44,22.1834060339781,28.332517401065115,3.9851598524595784
01/23/2026,08:33:44,22.198668250534684,28.337320408865025,3.9198299760187947
01/23/2026,08:48:44,22.17323122439557,28.341213740245124,3.892795843574106
01/23/2026,09:03:44,22.178318629041314,28.345581850578753,3.834126188636769
01/23/2026,09:18:45,22.18849343920592,28.351827898736214,3.6410476006599466
01/23/2026,09:33:45,22.193580844724785,28.357026379630373,3.6464518871711684
01/23/2026,09:48:45,22.198668250534684,28.35890432647265,3.587772573168183
01/23/2026,10:03:45,22.142706802632894,28.36813147769905,3.5225122255588093
01/23/2026,10:18:45,22.02569661627058,28.367273392876143,3.4739946447173917
01/23/2026,10:33:45,21.944298316561618,28.378726349597546,3.515699512994737
01/23/2026,10:48:45,21.939210925303634,28.380997975462844,3.5685247373187026
01/23/2026,11:03:45,21.97482267022133,28.38252322327748,3.548101945740436
01/23/2026,11:18:45,22.07148319259868,28.380853258753266,3.755568562316827
01/23/2026,11:33:45,22.12235719394521,28.372240934816414,3.6581742942851365
01/23/2026,11:48:45,22.14779420553241,28.37166960955862,3.6385933225099567
01/23/2026,12:03:45,22.178318629041314,28.371315916159464,3.571983805432062
01/23/2026,12:18:45,22.224105283949758,28.364143530058836,3.5332262864918533
01/23/2026,12:33:45,22.234280099353054,28.357107039649225,3.5848181546038624
01/23/2026,12:48:45,22.219017876684667,28.3572843592837,3.4637338256347006
01/23/2026,13:03:45,22.234280099353054,28.350465428703927,3.4741163581636862
01/23/2026,13:18:45,22.05113360020914,28.346783129458924,3.454406441378504
01/23/2026,13:33:45,21.827288391260662,28.336380409558835,3.4497408974799817
01/23/2026,13:48:45,22.00534703435842,28.32407772995512,3.4407459743203277
01/23/2026,14:03:45,22.05113360020914,28.318564955627924,3.3845161443317555
01/23/2026,14:18:45,22.06639579406474,28.314237275523187,3.488082034870032
01/23/2026,14:33:45,22.096920189633966,28.309731199994793,3.5437900176133805
01/23/2026,14:48:45,22.132531997706973,28.30378175323654,3.5524829398096136
01/23/2026,15:03:45,22.117269792500885,28.308110216927304,3.408126048732797
01/23/2026,15:18:45,22.137619400024413,28.296528626098972,3.435556541775181
01/23/2026,15:33:45,22.137619400024413,28.29154842831616,3.4064299245147103
01/23/2026,15:48:45,22.157969012204557,28.28079609483673,3.4338615955451037
01/23/2026,16:03:45,22.14779420553241,28.284512261393793,3.423058202519111
01/23/2026,16:18:45,22.163056415977188,28.287653584887266,3.4043095287990983
01/23/2026,16:33:45,22.1834060339781,28.286861684332525,3.3501790324934557
01/23/2026,16:48:45,22.198668250534684,28.27921179990978,3.378035819478531
01/23/2026,17:03:45,22.178318629041314,28.280003996459733,3.2340823382968553
01/23/2026,17:18:45,22.198668250534684,28.285852640714314,3.203245558283118
01/23/2026,17:33:45,22.198668250534684,28.28336232108572,3.203245558283118
01/23/2026,17:48:45,22.229192691505887,28.28300418358829,3.1657249898612534
01/23/2026,18:03:45,22.1834060339781,28.281881166260167,3.1171295534288355
01/23/2026,18:18:45,22.17323122439557,28.283937351513508,3.1005055060927833
01/23/2026,18:33:45,22.18849343920592,28.282928273922366,3.134181547507542
01/23/2026,18:48:45,22.18849343920592,28.28541855257908,3.1807929948846057
01/23/2026,19:03:45,22.1834060339781,28.28354133664339,3.2220037454996358
01/23/2026,19:18:45,22.208843063027597,28.284626490065673,3.2723113630625917
01/23/2026,19:33:45,22.219017876684667,28.290871504392257,3.504517826624311
01/23/2026,19:48:46,22.208843063027597,28.284626490065673,3.7791805707484283
01/23/2026,20:03:46,22.208843063027597,28.286286731043067,3.744226438268256
01/23/2026,20:18:46,22.229192691505887,28.285494622671877,3.7716752779540745
01/23/2026,20:33:46,22.229192691505887,28.28632477018703,3.7949789562046177
01/23/2026,20:48:46,22.0104344293999,28.279482076474856,3.7256683035600506
01/23/2026,21:03:46,21.888337028730895,28.27759209743074,3.88128544576123
01/23/2026,21:18:46,22.05113360020914,28.277898760078443,3.9203059708469845
01/23/2026,21:33:46,22.061308395821833,28.2750131083072,3.9311169028692037
01/23/2026,21:48:46,22.06639579406474,28.269420626672137,3.983110455551139
01/23/2026,22:03:46,22.096920189633966,28.270722285991443,4.021373246577974
01/23/2026,22:18:46,22.117269792500885,28.26993008970625,4.025529668689017
01/23/2026,22:33:46,22.127444595680572,28.26870395246283,4.094585405591383
01/23/2026,22:48:46,22.112182391347595,28.266393230499276,4.072538049485316
01/23/2026,23:03:46,22.127444595680572,28.265383949065367,4.147001597101079
01/23/2026,23:18:46,22.14779420553241,28.26293142418425,4.168636555205053
01/23/2026,23:33:46,22.152881608722964,28.25816811408137,4.203166789038693
01/23/2026,23:48:46,22.152881608722964,28.25899814243869,4.168221309976095
01/24/2026,00:03:46,22.17323122439557,28.254885160761777,4.131612774865224
01/24/2026,00:18:46,22.198668250534684,28.2576293222935,4.100409326322122
01/24/2026,00:33:46,22.18849343920592,28.25304533502636,4.083766873854297
01/24/2026,00:48:46,22.178318629041314,28.250951667667298,4.0904241351219435
01/24/2026,01:03:46,22.20375565663562,28.247885041096442,4.024266670267667
01/24/2026,01:18:46,22.198668250534684,28.242687835480865,4.106234310967689
01/24/2026,01:33:46,22.18849343920592,28.236444025370943,4.101241481635761
01/24/2026,01:48:46,22.193580844724785,28.235000534360026,4.100825409319891
01/24/2026,02:03:46,22.208843063027597,28.23399024884189,4.087926860106752
01/24/2026,02:18:46,22.224105283949758,28.23048957906816,4.1216299797506295
